Rk,G,Date,Age,Tm,,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
15,14,22/11/2016,34-310,CHI,@,DEN,1,34:39:00,9,21,0.429,2,4,0.5,2,2,1,1,2,3,2,1,1,0,3,22,14.1,0
16,15,25/11/2016,34-313,CHI,@,PHI,1,28:55:00,11,18,0.611,1,3,0.333,3,5,0.6,1,4,5,2,3,1,1,2,26,22.2,19
17,16,30/11/2016,34-318,CHI,,LAL,1,30:17:00,7,15,0.467,0,1,0,3,4,0.75,1,3,4,6,2,0,5,3,17,10.5,-2
18,17,02/12/2016,34-320,CHI,,CLE,1,36:35:00,11,23,0.478,1,4,0.25,1,2,0.5,3,2,5,4,2,0,4,2,24,14.6,0
19,,03/12/2016,34-321,CHI,@,DAL,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
20,18,05/12/2016,34-323,CHI,,POR,1,35:32:00,11,23,0.478,1,3,0.333,11,13,0.846,2,2,4,3,1,2,4,3,34,22.8,9
21,19,06/12/2016,34-324,CHI,@,DET,1,33:47:00,5,13,0.385,0,2,0,9,10,0.9,0,3,3,8,1,0,2,3,19,15.8,-2
22,20,08/12/2016,34-326,CHI,,SAS,1,34:05:00,5,13,0.385,1,3,0.333,9,13,0.692,1,4,5,5,1,1,3,1,20,15,-4
23,21,10/12/2016,34-328,CHI,,MIA,1,35:18:00,11,24,0.458,0,2,0,6,7,0.857,0,3,3,3,1,2,3,2,28,16.8,6
24,22,13/12/2016,34-331,CHI,,MIN,1,32:18:00,4,13,0.308,1,3,0.333,3,6,0.5,1,4,5,8,2,1,2,2,12,10.7,13
25,23,15/12/2016,34-333,CHI,@,MIL,1,33:08:00,8,13,0.615,0,3,0,4,6,0.667,0,3,3,6,1,1,4,2,20,15.3,-28
26,24,16/12/2016,34-334,CHI,,MIL,1,24:21:00,5,14,0.357,1,2,0.5,1,2,0.5,0,5,5,1,1,0,0,0,12,7,-22
27,25,19/12/2016,34-337,CHI,,DET,1,22:13,6,10,0.6,0,0,,1,1,1,1,3,4,4,1,0,1,0,13,12.8,26
28,26,21/12/2016,34-339,CHI,,WAS,1,32:14:00,7,20,0.35,0,1,0,5,6,0.833,0,3,3,3,1,1,1,3,19,9.9,-11
29,27,23/12/2016,34-341,CHI,@,CHO,1,26:10:00,5,16,0.313,0,1,0,2,2,1,1,6,7,2,2,0,1,2,12,6.9,-10
30,28,25/12/2016,34-343,CHI,@,SAS,1,28:23:00,9,16,0.563,1,3,0.333,5,5,1,2,1,3,6,1,0,0,2,24,22.5,-16
31,29,26/12/2016,34-344,CHI,,IND,1,32:30:00,8,19,0.421,0,4,0,5,5,1,1,2,3,5,2,2,2,1,21,16.7,11
32,30,28/12/2016,34-346,CHI,,BRK,1,22:14,5,13,0.385,0,1,0,6,7,0.857,2,2,4,1,0,1,3,1,16,8.5,-12
33,31,30/12/2016,34-348,CHI,@,IND,1,30:19:00,8,18,0.444,1,2,0.5,3,4,0.75,0,2,2,5,2,0,3,2,20,12.5,-13
34,32,31/12/2016,34-349,CHI,,MIL,1,25:01:00,3,13,0.231,1,4,0.25,1,2,0.5,1,4,5,5,1,1,3,2,8,3,-14
35,,02/01/2017,34-351,CHI,,CHO,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
36,33,04/01/2017,34-353,CHI,@,CLE,1,27:19:00,3,9,0.333,3,4,0.75,1,2,0.5,1,3,4,4,2,0,4,1,10,6.5,-7
37,34,07/01/2017,34-356,CHI,,TOR,1,38:54:00,6,19,0.316,1,2,0.5,7,7,1,1,3,4,7,1,1,2,2,20,14.5,6
38,35,09/01/2017,34-358,CHI,,OKC,1,27:31:00,7,15,0.467,2,3,0.667,6,8,0.75,0,4,4,6,0,1,1,1,22,18.2,-1
39,,10/01/2017,34-359,CHI,@,WAS,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
40,36,12/01/2017,34-361,CHI,@,NYK,1,32:58:00,9,20,0.45,0,2,0,4,6,0.667,0,3,3,3,2,0,4,0,22,11.8,-12
41,37,14/01/2017,34-363,CHI,,NOP,1,31:33:00,9,24,0.375,1,4,0.25,3,5,0.6,1,4,5,5,2,0,1,5,22,12.4,18
42,,15/01/2017,34-364,CHI,@,MEM,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
43,38,17/01/2017,35-000,CHI,,DAL,1,34:36:00,8,21,0.381,0,1,0,1,3,0.333,1,4,5,2,0,1,4,3,17,3.5,-19
44,39,20/01/2017,35-003,CHI,@,ATL,1,20:06,2,10,0.2,0,2,0,0,0,,1,1,2,3,1,0,2,1,4,-0.5,-18
45,40,21/01/2017,35-004,CHI,,SAC,1,35:16:00,9,20,0.45,0,2,0,12,15,0.8,3,3,6,4,4,4,2,0,30,29,-11
46,41,24/01/2017,35-007,CHI,@,ORL,1,33:42:00,9,23,0.391,1,1,1,2,2,1,2,5,7,3,7,1,3,3,21,17,6
47,42,25/01/2017,35-008,CHI,,ATL,1,30:49:00,14,24,0.583,0,1,0,5,8,0.625,2,2,4,2,2,1,1,2,33,24.9,1
48,43,27/01/2017,35-010,CHI,,MIA,0,28:02:00,6,17,0.353,0,0,,3,4,0.75,1,5,6,3,2,0,4,3,15,6.2,-5
49,44,29/01/2017,35-012,CHI,,PHI,1,26:17:00,6,12,0.5,0,0,,2,2,1,2,4,6,6,3,0,4,1,14,13.4,0
50,45,01/02/2017,35-015,CHI,@,OKC,1,24:25:00,7,12,0.583,0,1,0,4,4,1,0,7,7,7,2,0,0,1,18,21,32
51,46,03/02/2017,35-017,CHI,@,HOU,1,36:08:00,8,22,0.364,2,4,0.5,1,1,1,0,9,9,6,0,0,4,2,19,8.9,-9
52,47,06/02/2017,35-020,CHI,@,SAC,1,30:23:00,12,18,0.667,0,0,,7,10,0.7,0,6,6,3,1,2,0,3,31,27.1,15
53,,08/02/2017,35-022,CHI,@,GSW,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
54,48,10/02/2017,35-024,CHI,@,PHO,1,28:04:00,7,16,0.438,1,3,0.333,3,3,1,1,5,6,3,0,2,1,0,18,14.3,-8
55,,12/02/2017,35-026,CHI,@,MIN,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
56,,14/02/2017,35-028,CHI,,TOR,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
57,,16/02/2017,35-030,CHI,,BOS,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
58,49,24/02/2017,35-038,CHI,,PHO,1,32:30:00,8,17,0.471,0,1,0,7,8,0.875,2,2,4,3,2,2,2,5,23,17.4,-8
59,50,25/02/2017,35-039,CHI,@,CLE,1,34:05:00,9,18,0.5,1,3,0.333,1,3,0.333,1,8,9,10,0,0,1,1,20,18.9,10
60,51,28/02/2017,35-042,CHI,,DEN,1,28:18:00,8,14,0.571,2,2,1,1,1,1,1,3,4,6,0,0,3,0,19,15.2,-16
61,52,02/03/2017,35-044,CHI,,GSW,1,33:33:00,5,15,0.333,0,3,0,2,4,0.5,0,5,5,3,2,0,4,2,12,3.5,15
62,53,04/03/2017,35-046,CHI,,LAC,1,32:41:00,2,11,0.182,1,1,1,5,6,0.833,1,5,6,3,1,0,2,3,10,4.8,-8
63,,06/03/2017,35-048,CHI,@,DET,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
64,,08/03/2017,35-050,CHI,@,ORL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
65,54,10/03/2017,35-052,CHI,,HOU,1,24:51:00,9,18,0.5,1,6,0.167,2,2,1,2,1,3,2,2,0,3,2,21,13.3,-26
66,55,12/03/2017,35-054,CHI,@,BOS,1,25:36:00,4,11,0.364,0,2,0,0,0,,1,2,3,0,2,0,1,1,8,3.8,-37
67,56,13/03/2017,35-055,CHI,@,CHO,1,31:31:00,8,15,0.533,0,2,0,7,8,0.875,0,1,1,5,2,1,1,3,23,19.6,-16
68,57,15/03/2017,35-057,CHI,,MEM,1,22:34,3,11,0.273,1,2,0.5,1,2,0.5,0,3,3,4,0,0,2,0,8,2.8,-3
69,,17/03/2017,35-059,CHI,@,WAS,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
70,,18/03/2017,35-060,CHI,,UTA,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
71,,21/03/2017,35-063,CHI,@,TOR,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
72,,22/03/2017,35-064,CHI,,DET,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
73,,24/03/2017,35-066,CHI,,PHI,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
74,,26/03/2017,35-068,CHI,@,MIL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
75,,30/03/2017,35-072,CHI,,CLE,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
76,,01/04/2017,35-074,CHI,,ATL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
77,,02/04/2017,35-075,CHI,@,NOP,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
78,,04/04/2017,35-077,CHI,@,NYK,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
79,,06/04/2017,35-079,CHI,@,PHI,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
80,58,08/04/2017,35-081,CHI,@,BRK,1,24:34:00,5,11,0.455,0,2,0,4,4,1,2,5,7,2,0,1,5,3,14,7.1,2
81,59,10/04/2017,35-083,CHI,,ORL,1,21:54,5,10,0.5,0,0,,3,4,0.75,1,5,6,2,0,2,2,1,13,10.2,13
82,60,12/04/2017,35-085,CHI,,BRK,1,22:29,3,9,0.333,0,0,,1,2,0.5,0,2,2,4,0,0,6,1,7,-1.5,13
