Rk,G,Date,Age,Tm,,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
38,,18/01/2013,24-310,GSW,@,SAS,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
39,37,19/01/2013,24-311,GSW,@,NOH,1,38:29:00,5,17,0.294,2,8,0.25,8,10,0.8,1,2,3,7,4,0,1,2,20,17.7,11
40,38,21/01/2013,24-313,GSW,,LAC,1,36:38:00,9,14,0.643,6,8,0.75,4,4,1,0,3,3,6,0,0,2,4,28,23.3,7
41,39,23/01/2013,24-315,GSW,,OKC,1,41:36:00,11,27,0.407,3,14,0.214,6,6,1,1,2,3,7,4,0,2,1,31,24.3,8
42,40,25/01/2013,24-317,GSW,@,CHI,1,36:39:00,7,18,0.389,3,7,0.429,4,4,1,0,1,1,1,0,0,2,1,21,9.8,-15
43,41,26/01/2013,24-318,GSW,@,MIL,1,36:50:00,8,19,0.421,5,9,0.556,5,5,1,2,0,2,7,1,0,2,2,26,20.4,-8
44,42,28/01/2013,24-320,GSW,@,TOR,1,26:16:00,7,12,0.583,1,3,0.333,2,2,1,1,0,1,5,1,0,2,1,17,14.2,0
45,,29/01/2013,24-321,GSW,@,CLE,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
46,,31/01/2013,24-323,GSW,,DAL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
47,43,02/02/2013,24-325,GSW,,PHO,1,42:25:00,11,20,0.55,6,10,0.6,1,1,1,0,2,2,8,2,0,2,3,29,24.4,28
48,44,05/02/2013,24-328,GSW,@,HOU,1,28:10:00,3,12,0.25,1,5,0.2,0,0,,0,4,4,9,0,1,2,2,7,5.2,-27
49,45,06/02/2013,24-329,GSW,@,OKC,1,36:08:00,5,20,0.25,2,7,0.286,2,2,1,3,5,8,11,1,0,6,3,14,7.1,-8
50,46,08/02/2013,24-331,GSW,@,MEM,1,39:54:00,11,22,0.5,4,9,0.444,6,6,1,3,2,5,8,2,0,2,4,32,27.7,2
51,47,09/02/2013,24-332,GSW,@,DAL,1,30:45:00,8,23,0.348,1,3,0.333,1,1,1,3,4,7,4,1,0,5,2,18,6.4,-22
52,48,12/02/2013,24-335,GSW,,HOU,1,34:37:00,10,19,0.526,2,5,0.4,5,6,0.833,0,5,5,6,1,0,1,4,27,21.4,-3
53,49,19/02/2013,24-342,GSW,@,UTA,1,37:32:00,12,22,0.545,4,9,0.444,1,1,1,2,3,5,4,1,0,4,3,29,19.3,-18
54,50,20/02/2013,24-343,GSW,,PHO,1,40:44:00,8,16,0.5,2,6,0.333,2,2,1,0,3,3,11,1,0,2,1,20,19.2,16
55,51,22/02/2013,24-345,GSW,,SAS,1,44:55:00,6,17,0.353,3,9,0.333,4,5,0.8,0,4,4,6,1,0,2,2,19,12.7,0
56,52,24/02/2013,24-347,GSW,@,MIN,1,33:34:00,6,15,0.4,1,5,0.2,5,5,1,1,4,5,5,5,0,6,5,18,12.3,1
57,53,26/02/2013,24-349,GSW,@,IND,1,36:43:00,14,20,0.7,7,10,0.7,3,4,0.75,0,2,2,4,3,1,6,3,38,29.1,-12
58,54,27/02/2013,24-350,GSW,@,NYK,1,48:00:00,18,28,0.643,11,13,0.846,7,7,1,0,6,6,7,3,0,4,3,54,46.1,-4
59,55,01/03/2013,24-352,GSW,@,BOS,1,42:03:00,6,22,0.273,3,11,0.273,10,10,1,0,1,1,6,1,0,4,2,25,12.7,7
60,56,02/03/2013,24-353,GSW,@,PHI,1,41:55:00,11,20,0.55,3,9,0.333,5,7,0.714,0,3,3,9,3,0,4,2,30,25,2
61,57,04/03/2013,24-355,GSW,,TOR,1,41:56:00,8,16,0.5,2,5,0.4,8,8,1,2,3,5,12,0,0,6,5,26,20.7,1
62,58,06/03/2013,24-357,GSW,,SAC,1,34:15:00,3,11,0.273,2,5,0.4,5,5,1,1,4,5,8,2,0,6,4,13,8.4,-2
63,59,08/03/2013,24-359,GSW,,HOU,1,42:55:00,8,21,0.381,3,8,0.375,5,7,0.714,1,4,5,8,1,0,1,5,24,17.2,-9
64,60,09/03/2013,24-360,GSW,,MIL,1,39:14:00,7,18,0.389,2,6,0.333,0,0,,1,1,2,10,0,0,4,4,16,8.6,-12
65,61,11/03/2013,24-362,GSW,,NYK,1,36:56:00,9,18,0.5,6,10,0.6,2,2,1,1,5,6,3,1,0,2,1,26,19.9,26
66,62,13/03/2013,24-364,GSW,,DET,1,42:54:00,11,17,0.647,5,7,0.714,4,4,1,1,1,2,8,1,0,4,0,31,27.1,15
67,63,15/03/2013,25-001,GSW,,CHI,1,29:48:00,2,13,0.154,0,5,0,4,4,1,0,0,0,4,0,0,1,2,8,0.7,-32
68,64,17/03/2013,25-003,GSW,@,HOU,1,44:32:00,12,22,0.545,5,11,0.455,0,0,,0,5,5,11,2,1,3,1,29,26.9,22
69,65,18/03/2013,25-004,GSW,@,NOH,1,38:40:00,10,19,0.526,6,9,0.667,4,4,1,1,6,7,3,0,0,7,3,30,17.1,19
70,66,20/03/2013,25-006,GSW,@,SAS,1,35:37:00,8,20,0.4,4,8,0.5,4,5,0.8,1,3,4,3,2,0,3,0,24,15.5,-12
71,67,23/03/2013,25-009,GSW,,WAS,1,31:39:00,13,18,0.722,6,10,0.6,3,4,0.75,0,2,2,8,2,0,3,2,35,31.6,9
72,68,25/03/2013,25-011,GSW,,LAL,1,43:00:00,9,24,0.375,3,9,0.333,4,7,0.571,0,7,7,10,0,0,2,4,25,16.1,3
73,69,27/03/2013,25-013,GSW,,SAC,1,45:35:00,5,18,0.278,2,9,0.222,5,6,0.833,2,3,5,12,4,0,3,3,17,16.5,1
74,70,30/03/2013,25-016,GSW,,POR,1,37:28:00,14,22,0.636,7,12,0.583,4,4,1,2,3,5,6,1,0,3,2,39,32.9,15
75,71,03/04/2013,25-020,GSW,,NOH,1,35:57:00,6,14,0.429,4,10,0.4,4,4,1,0,3,3,9,1,0,2,5,20,16.8,14
76,72,05/04/2013,25-022,GSW,@,PHO,1,40:58:00,6,15,0.4,3,8,0.375,3,3,1,0,1,1,15,4,0,4,5,18,18.7,14
77,73,07/04/2013,25-024,GSW,,UTA,1,45:09:00,8,19,0.421,4,9,0.444,2,2,1,1,3,4,5,1,0,5,3,22,11.8,-5
78,74,09/04/2013,25-026,GSW,,MIN,1,39:10:00,9,21,0.429,2,9,0.222,4,5,0.8,1,3,4,10,1,1,3,4,24,18.2,12
79,75,11/04/2013,25-028,GSW,,OKC,1,34:55:00,9,18,0.5,3,6,0.5,1,1,1,0,3,3,7,2,0,4,0,22,16.8,-9
80,76,12/04/2013,25-029,GSW,@,LAL,1,44:17:00,17,31,0.548,9,15,0.6,4,4,1,3,3,6,9,3,0,1,3,47,42.2,3
81,77,15/04/2013,25-032,GSW,,SAS,1,38:42:00,13,23,0.565,7,13,0.538,2,2,1,1,7,8,5,2,0,3,0,35,29.4,13
82,78,17/04/2013,25-034,GSW,@,POR,1,31:41:00,5,16,0.313,4,11,0.364,1,1,1,1,1,2,5,3,0,1,2,15,11.5,9
