Rk,G,Date,Age,Tm,,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
18,15,06/12/2013,25-024,OKC,@,NOP,24:00:00,33:37:00,8,16,0.5,3,8,0.375,6,7,0.857,0,1,1,4,4,0,4,2,25,18.9,14
19,16,08/12/2013,25-026,OKC,,IND,24:00:00,31:58:00,11,17,0.647,1,6,0.167,3,3,1,1,6,7,13,1,0,5,2,26,25.3,24
20,17,10/12/2013,25-028,OKC,@,ATL,24:00:00,35:15:00,6,21,0.286,1,6,0.167,1,2,0.5,0,9,9,11,4,0,4,1,14,11.3,10
21,18,11/12/2013,25-029,OKC,@,MEM,24:00:00,27:26:00,7,12,0.583,2,5,0.4,11,11,1,1,5,6,9,2,0,3,1,27,28.5,22
22,19,13/12/2013,25-031,OKC,,LAL,24:00:00,30:54:00,7,19,0.368,1,4,0.25,4,4,1,0,8,8,12,2,0,3,3,19,17.1,22
23,20,15/12/2013,25-033,OKC,,ORL,24:00:00,33:09:00,7,22,0.318,0,5,0,6,6,1,3,9,12,6,2,1,5,1,20,13.7,-4
24,21,17/12/2013,25-035,OKC,@,DEN,24:00:00,36:13:00,9,16,0.563,1,4,0.25,2,4,0.5,1,12,13,8,0,0,8,1,21,14.1,5
25,22,19/12/2013,25-037,OKC,,CHI,00:00,27:52:00,7,12,0.583,0,0,,6,7,0.857,0,2,2,10,1,0,5,4,20,16,8
26,23,21/12/2013,25-039,OKC,@,SAS,24:00:00,34:17:00,13,22,0.591,2,5,0.4,3,3,1,2,2,4,8,0,0,3,1,31,25,5
27,24,22/12/2013,25-040,OKC,,TOR,24:00:00,35:13:00,8,17,0.471,1,2,0.5,10,11,0.909,1,8,9,5,2,0,5,2,27,20.7,-6
28,25,25/12/2013,25-043,OKC,@,NYK,24:00:00,29:09:00,5,15,0.333,1,3,0.333,3,4,0.75,1,12,13,10,1,1,2,2,14,15.3,17
29,,27/12/2013,25-045,OKC,@,CHA,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
30,,29/12/2013,25-047,OKC,,HOU,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
31,,31/12/2013,25-049,OKC,,POR,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
32,,02/01/2014,25-051,OKC,,BRK,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
33,,04/01/2014,25-053,OKC,@,MIN,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
34,,05/01/2014,25-054,OKC,,BOS,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
35,,07/01/2014,25-056,OKC,@,UTA,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
36,,09/01/2014,25-058,OKC,@,DEN,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
37,,11/01/2014,25-060,OKC,,MIL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
38,,14/01/2014,25-063,OKC,@,MEM,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
39,,16/01/2014,25-065,OKC,@,HOU,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
40,,17/01/2014,25-066,OKC,,GSW,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,,19/01/2014,25-068,OKC,,SAC,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
42,,21/01/2014,25-070,OKC,,POR,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
43,,22/01/2014,25-071,OKC,@,SAS,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
44,,24/01/2014,25-073,OKC,@,BOS,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
45,,25/01/2014,25-074,OKC,@,PHI,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
46,,27/01/2014,25-076,OKC,,ATL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
47,,29/01/2014,25-078,OKC,@,MIA,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
48,,31/01/2014,25-080,OKC,@,BRK,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
49,,01/02/2014,25-081,OKC,@,WAS,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
50,,03/02/2014,25-083,OKC,,MEM,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
51,,05/02/2014,25-085,OKC,,MIN,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
52,,07/02/2014,25-087,OKC,@,ORL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
53,,09/02/2014,25-089,OKC,,NYK,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
54,,11/02/2014,25-091,OKC,@,POR,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
55,,13/02/2014,25-093,OKC,@,LAL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
56,26,20/02/2014,25-100,OKC,,MIA,1,23:53,3,11,0.273,0,2,0,8,10,0.8,3,2,5,2,3,0,4,1,14,9.4,-10
57,27,23/02/2014,25-103,OKC,,LAC,1,24:49:00,3,13,0.231,2,4,0.5,5,6,0.833,2,3,5,6,1,0,3,5,13,7.2,-14
58,28,26/02/2014,25-106,OKC,,CLE,1,29:59:00,8,17,0.471,3,6,0.5,5,5,1,1,2,3,9,0,0,3,1,24,19.5,1
59,29,28/02/2014,25-108,OKC,,MEM,24:00:00,29:27:00,7,12,0.583,1,2,0.5,6,7,0.857,0,2,2,6,3,0,1,1,21,21.4,4
60,30,02/03/2014,25-110,OKC,,CHA,24:00:00,25:15:00,10,12,0.833,4,5,0.8,2,2,1,0,2,2,5,2,0,5,2,26,21.9,17
61,31,04/03/2014,25-112,OKC,,PHI,24:00:00,20:17,4,9,0.444,1,3,0.333,4,4,1,1,9,10,14,3,0,6,2,13,17.7,25
62,32,06/03/2014,25-114,OKC,@,PHO,24:00:00,30:28:00,13,22,0.591,4,9,0.444,6,6,1,2,7,9,9,4,0,3,1,36,36.2,16
63,33,09/03/2014,25-117,OKC,@,LAL,24:00:00,30:32:00,7,23,0.304,2,10,0.2,4,5,0.8,3,4,7,8,3,0,8,4,20,8.6,-7
64,34,11/03/2014,25-119,OKC,,HOU,1,30:08:00,6,14,0.429,1,4,0.25,11,14,0.786,0,4,4,7,4,0,5,2,24,19.7,7
65,35,13/03/2014,25-121,OKC,,LAL,1,23:20,9,17,0.529,4,7,0.571,7,9,0.778,1,1,2,9,3,1,3,2,29,27.1,17
66,,16/03/2014,25-124,OKC,,DAL,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
67,36,17/03/2014,25-125,OKC,@,CHI,24:00:00,28:16:00,5,14,0.357,3,7,0.429,4,6,0.667,0,9,9,9,0,0,2,4,17,13.8,22
68,,20/03/2014,25-128,OKC,@,CLE,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
69,37,21/03/2014,25-129,OKC,@,TOR,24:00:00,19:11,5,13,0.385,1,4,0.25,4,4,1,1,2,3,1,1,0,3,0,15,7.9,2
70,,24/03/2014,25-132,OKC,,DEN,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
71,38,25/03/2014,25-133,OKC,@,DAL,24:00:00,32:54:00,8,18,0.444,2,6,0.333,5,6,0.833,1,6,7,8,3,0,8,5,23,14.3,-16
72,39,28/03/2014,25-136,OKC,,SAC,24:00:00,24:29:00,7,12,0.583,0,2,0,4,4,1,0,5,5,6,0,0,4,2,18,13.3,14
73,40,30/03/2014,25-138,OKC,,UTA,24:00:00,24:36:00,5,11,0.455,0,2,0,9,9,1,0,5,5,4,1,0,2,3,19,15.4,19
74,41,03/04/2014,25-142,OKC,,SAS,24:00:00,30:38:00,10,20,0.5,1,4,0.25,6,6,1,0,1,1,6,4,0,2,1,27,23.1,2
75,,04/04/2014,25-143,OKC,@,HOU,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
76,42,06/04/2014,25-145,OKC,@,PHO,1,33:29:00,12,26,0.462,2,9,0.222,7,8,0.875,1,3,4,8,0,2,5,6,33,20.4,-9
77,,08/04/2014,25-147,OKC,@,SAC,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
78,43,09/04/2014,25-148,OKC,@,LAC,24:00:00,33:08:00,12,24,0.5,0,3,0,6,8,0.75,3,8,11,6,2,0,1,2,30,26.1,15
79,44,11/04/2014,25-150,OKC,,NOP,24:00:00,28:15:00,10,17,0.588,0,2,0,4,4,1,2,3,5,7,0,1,1,2,24,22.2,14
80,45,13/04/2014,25-152,OKC,@,IND,24:00:00,33:03:00,7,23,0.304,3,10,0.3,4,5,0.8,4,5,9,7,1,0,4,2,21,12.7,4
81,,14/04/2014,25-153,OKC,@,NOP,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
82,46,16/04/2014,25-155,OKC,,DET,1,34:02:00,5,15,0.333,0,3,0,12,15,0.8,3,3,6,8,6,0,4,3,22,21.7,7
1,1,29/10/2014,25-351,OKC,@,POR,1,32:39:00,11,26,0.423,1,2,0.5,15,16,0.938,2,1,3,6,3,0,2,3,38,29.5,-4
2,2,30/10/2014,25-352,OKC,@,LAC,1,08:43,1,3,0.333,0,1,0,0,0,,0,0,0,4,1,0,3,2,2,0.3,-3
3,,01/11/2014,25-354,OKC,,DEN,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
4,,03/11/2014,25-356,OKC,@,BRK,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
5,,04/11/2014,25-357,OKC,@,TOR,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
6,,07/11/2014,25-360,OKC,,MEM,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
7,,09/11/2014,25-362,OKC,,SAC,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
8,,11/11/2014,25-364,OKC,@,MIL,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
9,,12/11/2014,26-000,OKC,@,BOS,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
10,,14/11/2014,26-002,OKC,,DET,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
11,,16/11/2014,26-004,OKC,,HOU,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
12,,18/11/2014,26-006,OKC,@,UTA,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
13,,19/11/2014,26-007,OKC,@,DEN,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
14,,21/11/2014,26-009,OKC,,BRK,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
15,,23/11/2014,26-011,OKC,,GSW,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
