Rk,G,Date,Age,Tm,,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
36,,01/01/2017,26-170,POR,@,MIN,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
37,,04/01/2017,26-173,POR,@,GSW,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
38,33,05/01/2017,26-174,POR,,LAL,1,35:56:00,7,14,0.5,4,10,0.4,3,4,0.75,0,5,5,10,0,0,2,3,21,18.9,28
39,34,08/01/2017,26-177,POR,,DET,1,43:28:00,7,16,0.438,3,9,0.333,3,4,0.75,0,9,9,5,0,0,5,0,20,12.4,4
40,35,10/01/2017,26-179,POR,@,LAL,1,31:16:00,7,21,0.333,1,6,0.167,5,6,0.833,3,5,8,6,0,1,2,3,20,13,14
41,36,11/01/2017,26-180,POR,,CLE,1,31:32:00,5,15,0.333,1,4,0.25,3,3,1,0,3,3,3,0,0,1,1,14,7.1,12
42,37,13/01/2017,26-182,POR,,ORL,1,37:10:00,12,26,0.462,2,11,0.182,8,9,0.889,1,7,8,3,0,0,2,1,34,22.7,-12
43,38,16/01/2017,26-185,POR,@,WAS,1,28:20:00,6,17,0.353,4,8,0.5,6,6,1,2,5,7,4,0,1,2,1,22,16.5,-15
44,39,18/01/2017,26-187,POR,@,CHO,1,35:01:00,7,18,0.389,2,6,0.333,5,5,1,1,6,7,6,1,1,3,0,21,16.6,-8
45,40,20/01/2017,26-189,POR,@,PHI,1,36:04:00,12,25,0.48,2,7,0.286,4,5,0.8,2,3,5,1,1,0,5,2,30,15.1,-12
46,41,21/01/2017,26-190,POR,@,BOS,1,37:19:00,9,21,0.429,2,7,0.286,8,8,1,0,1,1,7,0,1,3,3,28,18.6,19
47,42,25/01/2017,26-194,POR,,LAL,1,35:14:00,8,20,0.4,1,5,0.2,7,7,1,0,4,4,2,1,0,1,1,24,15.4,16
48,43,27/01/2017,26-196,POR,,MEM,1,39:30:00,9,21,0.429,5,11,0.455,10,11,0.909,1,4,5,6,0,0,4,1,33,23.2,0
49,44,29/01/2017,26-198,POR,,GSW,1,36:02:00,6,14,0.429,2,5,0.4,5,5,1,0,2,2,8,1,0,3,1,19,15.4,-2
50,45,31/01/2017,26-200,POR,,CHO,1,30:50:00,10,18,0.556,2,5,0.4,5,5,1,0,4,4,4,1,0,1,3,27,21.2,15
51,46,03/02/2017,26-203,POR,,DAL,1,37:58:00,4,20,0.2,1,8,0.125,4,5,0.8,2,7,9,6,0,1,2,3,13,5.4,-1
52,47,05/02/2017,26-205,POR,@,OKC,1,36:27:00,9,22,0.409,4,9,0.444,7,7,1,0,7,7,3,1,2,1,3,29,21.6,-5
53,48,07/02/2017,26-207,POR,@,DAL,1,39:35:00,12,22,0.545,5,9,0.556,0,0,,1,4,5,6,2,0,2,5,29,22.5,6
54,49,09/02/2017,26-209,POR,,BOS,1,39:50:00,8,20,0.4,2,7,0.286,10,11,0.909,2,4,6,7,0,0,3,4,28,19.7,-5
55,50,13/02/2017,26-213,POR,,ATL,1,41:17:00,6,21,0.286,3,9,0.333,6,6,1,1,5,6,4,1,0,3,2,21,10.9,-20
56,51,15/02/2017,26-215,POR,@,UTA,1,34:36:00,3,19,0.158,1,4,0.25,6,8,0.75,2,4,6,7,0,0,1,1,13,6.2,-17
57,52,23/02/2017,26-223,POR,@,ORL,1,32:22:00,12,23,0.522,4,7,0.571,5,6,0.833,0,5,5,2,0,0,2,3,33,21,26
58,53,26/02/2017,26-226,POR,@,TOR,1,36:26:00,10,20,0.5,4,7,0.571,4,5,0.8,0,6,6,8,2,0,4,2,28,22.2,-3
