Rk,G,Date,Age,Tm,,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
55,48,21/02/2016,27-140,CHI,,LAL,1,30:49:00,8,15,0.533,0,1,0,8,8,1,3,4,7,6,0,0,2,2,24,21.4,-4
56,,24/02/2016,27-143,CHI,,WAS,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
57,,26/02/2016,27-145,CHI,,ATL,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
58,,27/02/2016,27-146,CHI,,POR,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
59,49,01/03/2016,27-149,CHI,,MIA,1,24:10:00,6,11,0.545,1,1,1,4,7,0.571,0,0,0,3,1,0,3,0,17,10.6,-19
60,50,02/03/2016,27-150,CHI,,ORL,1,24:51:00,7,14,0.5,0,0,,2,2,1,0,4,4,6,1,0,2,0,16,13.4,-14
61,51,05/03/2016,27-153,CHI,,HOU,1,29:15:00,6,10,0.6,2,4,0.5,3,4,0.75,0,3,3,9,0,1,6,1,17,13.5,6
62,52,07/03/2016,27-155,CHI,,MIL,1,38:56:00,9,18,0.5,2,6,0.333,2,2,1,1,0,1,7,1,0,6,1,22,13.2,20
63,53,10/03/2016,27-158,CHI,,SAS,1,35:47:00,9,21,0.429,1,2,0.5,2,2,1,2,1,3,6,0,0,2,0,21,13.8,-1
64,,11/03/2016,27-159,CHI,,MIA,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
