Rk,G,Date,Age,Tm,,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
9,8,04/11/2018,23-333,MIL,,SAC,1,30:06:00,8,11,0.727,1,2,0.5,9,12,0.75,3,12,15,11,1,1,5,3,26,29.2,39
10,9,06/11/2018,23-335,MIL,@,POR,1,37:04:00,11,18,0.611,0,2,0,1,2,0.5,2,7,9,6,0,0,6,1,23,15.7,-7
11,10,08/11/2018,23-337,MIL,@,GSW,1,26:24:00,7,16,0.438,0,2,0,10,11,0.909,2,7,9,4,2,2,2,5,24,20.9,13
12,11,10/11/2018,23-339,MIL,@,LAC,1,41:07:00,11,19,0.579,0,2,0,5,11,0.455,4,14,18,4,5,2,6,5,27,23.9,-9
13,12,11/11/2018,23-340,MIL,@,DEN,1,36:12:00,11,16,0.688,0,1,0,0,5,0,0,9,9,8,2,1,3,2,22,20.4,8
14,13,14/11/2018,23-343,MIL,,MEM,1,34:30:00,10,14,0.714,0,2,0,11,12,0.917,1,8,9,4,1,2,6,4,31,25.5,4
15,14,16/11/2018,23-345,MIL,,CHI,1,31:36:00,8,15,0.533,2,4,0.5,5,9,0.556,4,9,13,4,0,3,4,2,23,19.7,18
16,15,19/11/2018,23-348,MIL,,DEN,1,39:29:00,13,25,0.52,0,6,0,3,6,0.5,3,9,12,6,2,0,4,3,29,21.3,11
17,16,21/11/2018,23-350,MIL,,POR,1,29:39:00,13,20,0.65,1,3,0.333,6,9,0.667,5,11,16,9,3,0,3,1,33,35.7,27
18,17,23/11/2018,23-352,MIL,,PHO,1,36:28:00,14,16,0.875,0,1,0,7,12,0.583,1,9,10,3,1,0,4,2,35,29.1,7
19,18,24/11/2018,23-353,MIL,,SAS,1,38:49:00,9,16,0.563,0,3,0,16,20,0.8,2,16,18,8,2,1,3,3,34,35.1,21
20,19,26/11/2018,23-355,MIL,@,CHO,1,39:55:00,7,15,0.467,1,3,0.333,5,7,0.714,2,11,13,9,1,3,1,4,20,23,6
21,20,28/11/2018,23-357,MIL,,CHI,1,33:56:00,14,21,0.667,0,3,0,8,12,0.667,2,9,11,8,2,1,4,2,36,32.9,1
22,21,01/12/2018,23-360,MIL,@,NYK,1,41:50:00,10,17,0.588,0,1,0,13,16,0.813,3,16,19,7,3,2,6,2,33,33.3,-6
23,22,05/12/2018,23-364,MIL,,DET,1,26:15:00,6,12,0.5,0,2,0,3,4,0.75,1,6,7,5,1,1,5,4,15,9.7,22
24,23,07/12/2018,24-001,MIL,,GSW,1,33:57:00,8,13,0.615,0,2,0,6,9,0.667,4,11,15,5,2,2,4,5,22,21.9,-3
25,24,09/12/2018,24-003,MIL,@,TOR,1,37:03:00,8,15,0.533,1,3,0.333,2,3,0.667,5,14,19,6,0,1,2,3,19,20.7,9
26,,10/12/2018,24-004,MIL,,CLE,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
27,25,12/12/2018,24-006,MIL,@,IND,1,31:29:00,4,6,0.667,1,2,0.5,3,6,0.5,2,8,10,7,0,0,4,5,12,10.9,-31
28,26,14/12/2018,24-008,MIL,@,CLE,1,37:31:00,14,19,0.737,0,0,,16,21,0.762,4,10,14,8,0,2,4,5,44,41.1,25
29,27,17/12/2018,24-011,MIL,@,DET,1,31:11:00,15,21,0.714,0,3,0,2,2,1,3,9,12,5,0,2,6,5,32,25,-8
30,28,19/12/2018,24-013,MIL,,NOP,1,33:45:00,8,13,0.615,0,0,,9,13,0.692,1,7,8,8,2,1,6,4,25,21,7
31,29,21/12/2018,24-015,MIL,@,BOS,1,33:07:00,8,13,0.615,1,3,0.333,13,17,0.765,3,5,8,5,0,3,4,3,30,26.5,14
32,30,22/12/2018,24-016,MIL,@,MIA,1,33:37:00,3,12,0.25,0,2,0,3,4,0.75,0,13,13,3,0,2,4,5,9,2.8,-9
33,31,25/12/2018,24-019,MIL,@,NYK,1,35:11:00,13,21,0.619,0,2,0,4,7,0.571,2,12,14,3,4,2,2,3,30,28.6,15
34,32,27/12/2018,24-021,MIL,,NYK,1,34:42:00,10,20,0.5,1,4,0.25,10,14,0.714,2,12,14,8,1,4,6,3,31,26.6,-2
35,33,29/12/2018,24-023,MIL,,BRK,1,34:20:00,13,17,0.765,2,3,0.667,3,5,0.6,2,8,10,10,2,3,4,2,31,33.6,7
36,34,01/01/2019,24-026,MIL,,DET,1,26:23:00,6,11,0.545,0,1,0,3,5,0.6,0,8,8,7,1,3,3,5,15,14.3,15
37,35,04/01/2019,24-029,MIL,,ATL,1,19:24,6,8,0.75,0,1,0,4,6,0.667,1,7,8,10,1,2,0,2,16,23.4,21
38,36,05/01/2019,24-030,MIL,,TOR,1,39:38:00,16,25,0.64,3,5,0.6,8,11,0.727,1,17,18,4,1,0,6,2,43,33.5,-8
39,37,07/01/2019,24-032,MIL,,UTA,1,35:23:00,13,30,0.433,0,4,0,4,6,0.667,3,7,10,2,1,2,1,6,30,18,7
40,38,09/01/2019,24-034,MIL,@,HOU,1,36:32:00,8,16,0.5,0,1,0,11,14,0.786,4,17,21,5,1,0,3,2,27,26.4,14
41,,11/01/2019,24-036,MIL,@,WAS,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
42,39,13/01/2019,24-038,MIL,@,ATL,1,30:52:00,9,17,0.529,1,3,0.333,14,19,0.737,2,4,6,4,3,1,4,3,33,26.6,20
43,40,15/01/2019,24-040,MIL,,MIA,1,24:52:00,4,9,0.444,0,0,,4,8,0.5,1,9,10,10,3,0,2,2,12,16.3,24
44,41,16/01/2019,24-041,MIL,@,MEM,1,21:34,10,14,0.714,0,1,0,7,8,0.875,1,10,11,3,1,2,1,4,27,26.4,9
45,42,19/01/2019,24-044,MIL,@,ORL,1,32:24:00,10,17,0.588,1,3,0.333,4,6,0.667,2,11,13,5,2,0,5,3,25,20.3,20
46,43,21/01/2019,24-046,MIL,,DAL,1,35:46:00,10,20,0.5,1,2,0.5,10,12,0.833,3,12,15,5,0,0,5,4,31,22.8,10
47,44,25/01/2019,24-050,MIL,,CHO,1,37:54:00,14,21,0.667,0,2,0,6,8,0.75,1,13,14,3,3,3,2,5,34,31.9,5
48,45,27/01/2019,24-052,MIL,@,OKC,1,34:40:00,8,22,0.364,3,5,0.6,8,12,0.667,4,14,18,4,1,0,4,4,27,18.4,0
49,46,29/01/2019,24-054,MIL,@,DET,1,34:52:00,8,16,0.5,1,4,0.25,4,5,0.8,1,7,8,11,3,2,2,5,21,23.5,10
50,47,31/01/2019,24-056,MIL,@,TOR,1,28:10:00,7,13,0.538,1,4,0.25,4,5,0.8,1,8,9,5,4,2,1,5,19,21.3,12
51,48,02/02/2019,24-058,MIL,@,WAS,1,32:42:00,10,20,0.5,0,3,0,17,17,1,1,9,10,2,1,0,4,4,37,27.2,21
52,49,04/02/2019,24-060,MIL,@,BRK,1,31:43:00,12,19,0.632,0,2,0,6,8,0.75,2,13,15,9,0,3,4,2,30,29.6,7
53,50,06/02/2019,24-062,MIL,,WAS,1,31:28:00,17,21,0.81,3,3,1,6,11,0.545,2,4,6,4,3,0,4,4,43,35.9,2
54,51,08/02/2019,24-064,MIL,@,DAL,1,30:42:00,13,19,0.684,1,3,0.333,2,2,1,2,14,16,5,0,1,3,3,29,26.5,25
55,,09/02/2019,24-065,MIL,,ORL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
56,52,11/02/2019,24-067,MIL,@,CHI,1,34:50:00,9,13,0.692,2,3,0.667,9,14,0.643,2,15,17,8,0,3,6,3,29,27.9,21
57,53,13/02/2019,24-069,MIL,@,IND,1,38:02:00,12,22,0.545,0,2,0,9,10,0.9,7,12,19,11,2,1,2,1,33,38.5,19
58,54,21/02/2019,24-077,MIL,,BOS,1,36:44:00,11,19,0.579,1,2,0.5,7,10,0.7,2,11,13,6,1,2,4,2,30,26.4,-10
59,55,23/02/2019,24-079,MIL,,MIN,1,32:44:00,9,16,0.563,3,4,0.75,6,6,1,1,9,10,7,1,2,3,2,27,26.3,15
60,,25/02/2019,24-081,MIL,@,CHI,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
61,56,27/02/2019,24-083,MIL,@,SAC,1,24:19:00,7,12,0.583,0,3,0,3,5,0.6,1,6,7,2,0,2,1,0,17,14.9,-24
62,57,01/03/2019,24-085,MIL,@,LAL,1,32:30:00,7,14,0.5,0,2,0,2,4,0.5,2,13,15,6,0,3,4,4,16,14.2,3
63,58,02/03/2019,24-086,MIL,@,UTA,1,31:57:00,15,26,0.577,2,3,0.667,11,19,0.579,3,11,14,8,2,1,4,3,43,36.1,19
64,59,04/03/2019,24-088,MIL,@,PHO,1,33:39:00,8,14,0.571,0,1,0,5,10,0.5,2,11,13,6,3,0,6,6,21,15.9,-5
65,60,07/03/2019,24-091,MIL,,IND,1,33:00:00,10,17,0.588,1,4,0.25,8,8,1,1,11,12,5,0,1,6,3,29,22.1,20
66,61,09/03/2019,24-093,MIL,,CHO,1,29:48:00,7,11,0.636,2,4,0.5,10,10,1,3,10,13,6,1,1,5,3,26,25.9,14
67,62,10/03/2019,24-094,MIL,@,SAS,1,35:12:00,10,18,0.556,1,4,0.25,6,10,0.6,3,10,13,6,0,1,0,2,27,26,-4
68,63,12/03/2019,24-096,MIL,@,NOP,1,26:03:00,7,13,0.538,0,4,0,10,10,1,2,7,9,5,0,0,6,4,24,17.1,17
69,64,15/03/2019,24-099,MIL,@,MIA,1,34:47:00,12,19,0.632,1,4,0.25,8,11,0.727,2,14,16,9,2,3,6,4,33,31.7,19
70,65,17/03/2019,24-101,MIL,,PHI,1,36:12:00,15,26,0.577,3,8,0.375,19,21,0.905,1,15,16,7,2,1,1,1,52,50.4,12
71,,19/03/2019,24-103,MIL,,LAL,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
72,,20/03/2019,24-104,MIL,@,CLE,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
73,66,22/03/2019,24-106,MIL,,MIA,1,28:28:00,12,19,0.632,1,4,0.25,2,4,0.5,2,6,8,7,1,2,3,3,27,24,7
74,67,24/03/2019,24-108,MIL,,CLE,1,31:36:00,11,16,0.688,0,3,0,4,6,0.667,0,10,10,7,0,4,4,3,26,23.9,23
75,68,26/03/2019,24-110,MIL,,HOU,1,32:40:00,7,15,0.467,0,2,0,5,7,0.714,2,12,14,4,1,1,5,3,19,13.8,7
76,69,28/03/2019,24-112,MIL,,LAC,1,31:56:00,10,18,0.556,2,6,0.333,12,14,0.857,0,9,9,5,1,1,1,3,34,30.3,1
77,,31/03/2019,24-115,MIL,@,ATL,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
78,70,01/04/2019,24-116,MIL,@,BRK,1,29:58:00,9,23,0.391,1,3,0.333,9,11,0.818,5,6,11,2,1,1,4,4,28,17.5,6
79,71,04/04/2019,24-119,MIL,@,PHI,1,34:58:00,13,22,0.591,3,7,0.429,16,21,0.762,0,13,13,6,0,5,0,2,45,43.6,9
80,,06/04/2019,24-121,MIL,,BRK,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
81,72,07/04/2019,24-122,MIL,,ATL,1,24:36:00,10,15,0.667,2,5,0.4,8,12,0.667,3,6,9,3,1,3,1,0,30,30,16
82,,10/04/2019,24-125,MIL,,OKC,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
