Rk,G,Date,Age,Tm,,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
82,,12/04/2017,26-218,WAS,@,MIA,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1,1,18/10/2017,27-042,WAS,,PHI,1,37:09:00,10,28,0.357,0,3,0,8,9,0.889,2,3,5,8,0,2,2,2,28,18.5,19
2,2,20/10/2017,27-044,WAS,,DET,1,33:34:00,8,12,0.667,1,3,0.333,9,11,0.818,0,3,3,10,1,2,8,1,26,21.9,4
3,3,23/10/2017,27-047,WAS,@,DEN,1,35:02:00,3,13,0.231,0,3,0,13,15,0.867,0,1,1,12,2,1,2,2,19,18.9,5
4,4,25/10/2017,27-049,WAS,@,LAL,1,40:32:00,7,22,0.318,1,5,0.2,3,4,0.75,0,3,3,9,1,0,4,1,18,8.8,-12
5,5,27/10/2017,27-051,WAS,@,GSW,1,37:43:00,7,20,0.35,2,7,0.286,4,6,0.667,0,2,2,14,1,1,4,3,20,14.9,6
6,6,29/10/2017,27-053,WAS,@,SAC,1,26:23:00,7,12,0.583,5,6,0.833,0,0,,1,1,2,9,1,1,6,0,19,16.4,26
7,7,01/11/2017,27-056,WAS,,PHO,1,35:57:00,10,18,0.556,1,4,0.25,0,4,0,0,5,5,6,3,1,4,5,21,14.2,4
8,8,03/11/2017,27-058,WAS,,CLE,1,38:28:00,4,13,0.308,0,3,0,5,12,0.417,0,6,6,15,1,1,1,0,13,15.7,-8
9,,05/11/2017,27-060,WAS,@,TOR,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,9,07/11/2017,27-062,WAS,,DAL,1,37:13:00,5,10,0.5,0,1,0,13,18,0.722,0,3,3,14,1,1,4,3,23,23.2,-12
11,10,09/11/2017,27-064,WAS,,LAL,1,31:30:00,8,18,0.444,0,2,0,7,7,1,1,7,8,5,2,3,2,3,23,20.8,21
12,11,11/11/2017,27-066,WAS,,ATL,1,24:08:00,4,8,0.5,0,1,0,5,6,0.833,0,5,5,5,1,2,2,4,13,12.4,9
13,12,13/11/2017,27-068,WAS,,SAC,1,27:26:00,8,10,0.8,4,4,1,1,1,1,0,2,2,9,1,0,2,2,21,22.3,23
14,13,15/11/2017,27-070,WAS,@,MIA,1,37:40:00,9,21,0.429,2,3,0.667,7,8,0.875,1,3,4,6,1,2,1,2,27,21.9,18
15,14,17/11/2017,27-072,WAS,,MIA,1,35:15:00,3,12,0.25,2,7,0.286,0,0,,0,3,3,8,0,0,3,1,8,3.9,-5
16,,19/11/2017,27-074,WAS,@,TOR,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
17,15,20/11/2017,27-075,WAS,@,MIL,1,31:10:00,5,13,0.385,1,3,0.333,4,5,0.8,0,1,1,6,0,0,2,1,15,9.6,3
18,16,22/11/2017,27-077,WAS,@,CHO,1,41:08:00,13,26,0.5,0,5,0,5,6,0.833,1,0,1,11,1,1,1,4,31,25.1,-2
19,,25/11/2017,27-080,WAS,,POR,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
20,,28/11/2017,27-083,WAS,@,MIN,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
21,,29/11/2017,27-084,WAS,@,PHI,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
22,,01/12/2017,27-086,WAS,,DET,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,04/12/2017,27-089,WAS,@,UTA,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
24,,05/12/2017,27-090,WAS,@,POR,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
25,,07/12/2017,27-092,WAS,@,PHO,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
26,,09/12/2017,27-094,WAS,@,LAC,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
27,,12/12/2017,27-097,WAS,@,BRK,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
28,17,13/12/2017,27-098,WAS,,MEM,1,27:37:00,6,15,0.4,1,3,0.333,0,4,0,0,1,1,4,2,1,2,2,13,6.3,11
